LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003201911-0001-2,"NOWHERE SILVERLAKE, LLC",EREWHON SILVERLAKE,4121   SANTA MONICA BLVD,LOS ANGELES,90029-3883,4121 SANTA MONICA 90029-3883,2430 E 11TH STREET,LOS ANGELES,90021-2938,445100,Grocery stores (including supermarkets & convenience stores without gas),13,08/15/2020,,"(34.0921, -118.2825)"
0002013942-0002-1,JOSE LUIS RODRIGUEZ,RODRIGUEZ MARKET,6014 S CENTRAL AVENUE,LOS ANGELES,90001-1131,6014 CENTRAL 90001-1131,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,06/09/2010,,"(33.9846, -118.2564)"
0000730146-0001-6,ISIDRO SALVADOR LUIS,MARISELA MINI MARKET,2146 VENICE BLVD,LOS ANGELES,90006-5240,2146 VENICE 90006,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,10/01/2002,,"(34.0435, -118.3042)"
0002376183-0001-3,MARIA GUEVARA,M & M MINI MARKET 99 CENT STORE,2327 W WASHINGTON BLVD,LOS ANGELES,90018-1446,2327 WASHINGTON 90018-1446,130 W 62ND STREET,LOS ANGELES,90003-1408,445100,Grocery stores (including supermarkets & convenience stores without gas),10,08/15/2008,,"(34.0399, -118.3126)"
0000282391-0001-7,JAIME SANCHEZ,LUPITA'S MARKET | LUPITAS MARKET,5875 S BROADWAY,LOS ANGELES,90003-1166,5875 BROADWAY 90003-1166,5875 S BROADWAY,LOS ANGELES,90003-1166,445100,Grocery stores (including supermarkets & convenience stores without gas),9,12/10/2003,,"(33.9874, -118.2782)"
0002918837-0001-0,MARIA E SALINAS,ALVIN'S MINI MARKET,5117   AVALON BLVD,LOS ANGELES,90011-4525,5117 AVALON 90011-4525,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/12/2016,,"(33.9962, -118.2655)"
0002025613-0003-0,MAGDALENO CABRERA,SOFI MINI MARKET,4074 AVALON BLVD,LOS ANGELES,90011-5645,4074 AVALON 90011-5645,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/12/2013,,"(34.0097, -118.2652)"
0000205484-0001-6,ARTURO ZATARAIN,MARKETITA DE MAZATLAN,2300 E 1ST STREET,LOS ANGELES,90033-4002,2300 1ST 90033-4002,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,10/01/2000,,"(34.0442, -118.2109)"
0003198100-0001-1,RK DELI CORPORATION,ALOHA DELI,2406 S VERMONT AVENUE,LOS ANGELES,90007-1660,2406 VERMONT 90007,2406 S VERMONT AVENUE,LOS ANGELES,90007-1660,445100,Grocery stores (including supermarkets & convenience stores without gas),8,03/01/2020,,"(34.0341, -118.2915)"
0000232928-0001-1,AHRO WILLIAMS JR,A W MARKET,1582 1/2 W VERNON AVENUE,LOS ANGELES,90062-1830,1582 VERNON 90062-1830,1582 1/2 W VERNON AVENUE,LOS ANGELES,90062-1830,445100,Grocery stores (including supermarkets & convenience stores without gas),8,02/01/1972,,"(34.0037, -118.3061)"
0002235886-0002-4,GUSTAVO OREA TENORIO,GUSIE'S MARKET & 99 CENT,8424 S SAN PEDRO STREET,LOS ANGELES,90003-3012,8424 SAN PEDRO 90003-3012,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/23/2008,,"(33.9622, -118.2694)"
0000101554-0001-9,MOTHERS NUTRITIONAL CENTER INC,,4222 BEVERLY BLVD,LOS ANGELES,90004-4430,4222 BEVERLY 90004-4430,13635 FREEWAY DRIVE,SANTA FE SPRINGS,90670-5622,445100,Grocery stores (including supermarkets & convenience stores without gas),4,10/01/2003,,"(34.0762, -118.3009)"
0002765686-0001-6,GOLDEN GROCERY MARKET,GOLDEN MARKET,7219 S WESTERN AVENUE,LOS ANGELES,90047-2252,7219 WESTERN 90047-2252,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,07/30/2014,,"(33.9739, -118.3089)"
0000807975-0001-5,NEW MAIN STREET INC,SUPER BARGAIN MARKET,10900 S MAIN STREET,LOS ANGELES,90061-2028,10900 MAIN 90061-2028,10900 S MAIN STREET,LOS ANGELES,90061-2028,445100,Grocery stores (including supermarkets & convenience stores without gas),8,07/01/2000,,"(33.9373, -118.2738)"
0000044169-0001-4,GERMAN RODAS,EL TURCO MEAT MARKET,1101 S VERMONT AVENUE SUITE #109,LOS ANGELES,90006-2700,1101 VERMONT 90006-2700,1101 S VERMONT AVENUE SUITE #109,LOS ANGELES,90006-2700,445100,Grocery stores (including supermarkets & convenience stores without gas),1,01/01/2006,,"(34.0507, -118.2916)"
0000075032-0003-6,BERBERIAN ENTERPRISES INC,JONS MARKET #1,3667 W 3RD STREET,LOS ANGELES,90020-2042,3667 3RD 90020-2042,5315 SANTA MONICA BLVD,LOS ANGELES,90029-1105,445100,Grocery stores (including supermarkets & convenience stores without gas),4,03/01/1977,,"(34.069, -118.2958)"
0003017285-0001-8,BROADWAY CENTURY MART INC,7-ELEVEN STORE 39802B,9915 S BROADWAY,LOS ANGELES,90003-4125,9915 BROADWAY 90003-4125,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),8,11/15/2017,,"(33.9459, -118.2787)"
0002602356-0001-5,ISAURA MUNOZ,NIETOS MARKET,2810 E WASHINGTON BLVD,LOS ANGELES,90023-4217,2810 WASHINGTON 90023-4217,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,04/13/2011,,"(34.0172, -118.2198)"
0000416850-0002-2,VIVIAN UM,THE CORNER STORE ARTS DISTRICT,716   TRACTION AVENUE,LOS ANGELES,90013-1814,716 TRACTION 90013-1814,88 S GARFIELD AVENUE   UNIT #102,ALHAMBRA,91801-6894,445100,Grocery stores (including supermarkets & convenience stores without gas),14,06/06/2016,,"(34.0452, -118.2363)"
0000252852-0001-9,DESHI FOODS INC,DESHI FOOD AND GROCERIES,3723 W 3RD STREET,LOS ANGELES,90020-2304,3723 3RD 90020-2304,3723 W 3RD STREET,LOS ANGELES,90020-2304,445100,Grocery stores (including supermarkets & convenience stores without gas),10,08/15/1995,,"(34.069, -118.2969)"
0000546939-0001-1,SUPER JORDAN INC,FARID AHMAD KHANLOU/JORDAN MARKET,1449 WESTWOOD BLVD,LOS ANGELES,90024-4911,1449 WESTWOOD 90024-4911,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,06/15/1987,,"(34.0546, -118.4412)"
0002032721-0002-9,CHUNG LE THANH,LA FAVORITA MARKET,512 S LORENA STREET,LOS ANGELES,90063-3144,512 LORENA 90063-3144,512 S LORENA STREET,LOS ANGELES,90063-3144,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/01/2007,,"(34.032, -118.1982)"
0002087138-0005-8,NORTHGATE GONZALEZ LLC,NORTHGATE MARKET # 38,944 E SLAUSON AVENUE,LOS ANGELES,90011-5240,944 SLAUSON 90011-5240,1201 N MAGNOLIA AVENUE,ANAHEIM,92801-2609,445100,Grocery stores (including supermarkets & convenience stores without gas),9,03/14/2014,,"(33.9893, -118.2586)"
0003176567-0001-1,GENARO BAUTISTA,,502 E 23RD STREET,LOS ANGELES,90011-1023,502 23rd 90011-1023,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/13/2020,,"(34.0252, -118.2628)"
0000043212-0001-5,C & C MARKET INC,C/C MARKET,1106 E 7TH STREET,LOS ANGELES,90021-1504,1106 7TH 90021-1504,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,09/01/1992,,"(34.0379, -118.2428)"
0002429401-0007-4,NUMERO UNO ACQUISITIONS LLC,NUMERO UNO MARKET,9127 S FIGUEROA STREET,LOS ANGELES,90003-3905,9127 FIGUEROA 90003-3905,6701 WILSON AVENUE,LOS ANGELES,90001-2165,445100,Grocery stores (including supermarkets & convenience stores without gas),8,04/17/2009,,"(33.9537, -118.2826)"
0003271433-0001-2,CORNER POINT SOLUTIONS INC,7-ELEVEN STORE 33025B,2600 N MAIN STREET,LOS ANGELES,90031-3319,2600 MAIN 90031-3319,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),1,08/03/2021,,"(34.0657, -118.2151)"
0002429401-0006-6,NUMERO UNO ACQUISITIONS LLC,NUMERO UNO MARKET,310 E MANCHESTER AVENUE,LOS ANGELES,90003-3522,310 MANCHESTER 90003-3522,6701 WILSON AVENUE,LOS ANGELES,90001-2165,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/17/2009,,"(33.96, -118.2689)"
0000413353-0008-2,SUPER CENTER CONCEPTS INC,SUPERIOR GROCERS,2000 S CENTRAL AVENUE,LOS ANGELES,90011-1235,2000 CENTRAL 90011-1235,15510 CARMENITA ROAD,SANTA FE SPRINGS,90670-5610,445100,Grocery stores (including supermarkets & convenience stores without gas),9,05/18/2009,,"(34.0232, -118.2516)"
0000554496-0002-8,TRADER JOE'S CO,TRADER JOES MARKET #55,1566 COLORADO BLVD,LOS ANGELES,90041-1441,1566 COLORADO 90041-1441,POST OFFICE BOX #8000,MONSEY,10952-8505,445100,Grocery stores (including supermarkets & convenience stores without gas),14,09/01/1969,,"(34.1395, -118.2001)"
0002176188-0001-5,ROY S CHOI,EL BAJIO MARKET,4501 S MAIN STREET,LOS ANGELES,90037-2733,4501 MAIN 90037-2733,4501 S MAIN STREET,LOS ANGELES,90037-2733,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/24/2006,,"(34.0028, -118.2739)"
0002760947-0002-2,YANET J RAMAS,,5048 HUNTINGTON DRIVE S,LOS ANGELES,90032-1617,5048 Huntington 90032-1617,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,02/01/2020,,"(34.0883, -118.1727)"
0003224176-0001-6,JOSE A. MERINO ORTIZ,JOSE A. MERINO ORTIZ,5112 S CENTRAL AVENUE,LOS ANGELES,90011-4714,5112 CENTRAL 90011,5112 S CENTRAL AVENUE,LOS ANGELES,90011-4714,445100,Grocery stores (including supermarkets & convenience stores without gas),9,12/10/2020,,"(33.9966, -118.2561)"
0003221681-0001-6,AMGC ENTERPRISES INC,GROCERY OUTLET OF HIGHLAND PARK,5461 N FIGUEROA STREET,LOS ANGELES,90042-4117,5461 FIGUEROA 90042-4117,37424 QUEEN ANNE PLACE,PALMDALE,93551-6900,445100,Grocery stores (including supermarkets & convenience stores without gas),1,12/10/2020,,"(34.1086, -118.1964)"
0002046409-0002-9,PONCIANO PEREZ MELCHOR,PEREZ  MINI MARKET #2,4083 S MAIN STREET,LOS ANGELES,90037-1035,4083 MAIN 90037-1035,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/01/2011,,"(34.0091, -118.2739)"
0003175204-0001-3,ALEJANDRO LOPEZ,JESSE MARKET,4754 E 6TH STREET,LOS ANGELES,90022-2531,4754 6TH 90022-2531,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),0,12/05/2019,,
0002888333-0001-0,NOWHERE VENICE CORP,EREWHON,585   VENICE,LOS ANGELES,90291-0000,585 VENICE 90291-0000,3090 E WASHINGTON BLVD,LOS ANGELES,90023-4220,445100,Grocery stores (including supermarkets & convenience stores without gas),11,03/01/2016,,"(0.0, 0.0)"
0000778340-0001-9,FRANCISCO J ESPINOSA,B & J COMMUNITY MINI MARKET,8451 AVALON BLVD,LOS ANGELES,90003-3141,8451 AVALON 90003-3141,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,03/14/2003,,"(33.9619, -118.2651)"
0000123058-0001-3,EUNG SUK YANG,SUN MOON MARKET,1507 W 24TH STREET,LOS ANGELES,90007-1501,1507 24TH 90007,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,05/23/1994,,"(34.0345, -118.2944)"
0000020846-0001-9,HEIDI KYUNG LEE,WEST LIQUOR,701 E MANCHESTER AVENUE,LOS ANGELES,90001-3632,701 MANCHESTER 90001-3632,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,03/16/2000,,"(33.9602, -118.2629)"
0002986463-0001-0,AARON PEREZ,WASHINGTON MINI MARKET,3404 W WASHINGTON BLVD,LOS ANGELES,90018-1252,3404 WASHINGTON 90018-1252,3404 W WASHINGTON BLVD,LOS ANGELES,90018-1252,445100,Grocery stores (including supermarkets & convenience stores without gas),10,05/01/2017,,"(34.0398, -118.3213)"
0003224548-0001-7,CLAUDIA AREVALO,GISELLE MINI MARKET,2104   MAPLE AVENUE,LOS ANGELES,90011-1041,2104 MAPLE 90011,2104   MAPLE AVENUE,LOS ANGELES,90011-1041,445100,Grocery stores (including supermarkets & convenience stores without gas),9,09/01/2020,,"(34.0274, -118.2628)"
0003183567-0001-5,CURTIS LORENZO WYATT JR,TEAM WYATT,11200 COMPTON AVENUE,LOS ANGELES,90059-1808,11200 COMPTON 90059-1808,1619 E 113TH STREET,LOS ANGELES,90059-1919,445100,Grocery stores (including supermarkets & convenience stores without gas),15,02/24/2020,,"(33.9329, -118.2461)"
0003221463-0001-1,"H5117 EAGLE ROCK, LLC",LA RAIZ,5117   EAGLE ROCK BLVD,LOS ANGELES,90041-1114,5117 EAGLE ROCK 90041,5117   EAGLE ROCK BLVD,LOS ANGELES,90041-1114,445100,Grocery stores (including supermarkets & convenience stores without gas),14,10/22/2020,,"(34.1395, -118.2144)"
0002937577-0002-3,ARCOIRIS 98 CENT STORE INC,ARCOIRIS 98 CENT,3011   WABASH AVENUE,LOS ANGELES,90063-2717,3011 WABASH 90063-2717,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/21/2017,,"(34.0499, -118.1964)"
0003178396-0001-5,FLORINA GALENO MENDOZA,FLOR MINI MARKET,1400 E 41ST STREET,LOS ANGELES,90011-3304,1400 41st 90011-3304,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,02/05/2020,,"(34.0087, -118.2493)"
0000163294-0001-1,ALADIN SWEETS & MARKET INC,ALADIN SWEETS & MARKET,139 S VERMONT AVENUE,LOS ANGELES,90004-5904,139 VERMONT 90004-5904,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,01/01/1995,,"(34.0716, -118.2916)"
0000019624-0001-5,RANDOLPH E LOWE,R ANDYS MINI MARKET | RANDY'S MINI MARKET,1958 E 103RD STREET,LOS ANGELES,90002-3124,1958 103RD 90002-3124,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),15,02/16/1993,,"(33.9431, -118.2377)"
0003200466-0002-3,OMAR BYALY,ALI MARKET & TOBACCO,801 E 7TH STREET    #108,LOS ANGELES,90021-1450,801 7TH 90021-1450,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/01/2021,,
0000903141-0001-7,TEISHOKUYA OF TOKYO INC,KAGURA DOWNTOWN,137 JAPANESE VILLAGE PLAZA MALL,LOS ANGELES,90012-3908,137 JAPANESE VILLAGE PLAZA 90012-3908,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,09/02/1998,,"(34.0488, -118.2404)"
0000032242-0008-0,SMART & FINAL STORES LLC,SMART & FINAL #364,2949 W PICO BLVD,LOS ANGELES,90006-3809,2949 PICO 90006-3809,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/1953,,"(34.0472, -118.3046)"
0000040801-0001-4,FERNANDO/MARIA E SANTOS,7-ELEVEN 29261B | 7-ELEVEN STORE 29261B,7040 W SUNSET BLVD #A,LOS ANGELES,90028-7567,7040 SUNSET 90028-7567,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),4,04/27/1992,,"(34.0979, -118.3427)"
0003177270-0001-5,"MOC & SONS, INC.",BEYOND FOOD MART,350 S GRAND AVENUE   UNIT #1115,LOS ANGELES,90071-3749,350 GRAND 90071,4645 E RAMON ROAD   UNIT #1115,PALM SPRINGS,92264-1525,445100,Grocery stores (including supermarkets & convenience stores without gas),14,02/20/2020,,"(34.0515, -118.2515)"
0003167477-0001-7,PICO KOSHER DELI ENTERPRISES INC,,8826 W PICO BLVD,LOS ANGELES,90035-3302,8826 PICO 90035,612 N ALTA VISTA BLVD,LOS ANGELES,90036-1965,445100,Grocery stores (including supermarkets & convenience stores without gas),5,11/06/2019,,"(34.0546, -118.3845)"
0000109223-0001-7,THE BOTTLE BAR INC,,2642 CRENSHAW BLVD,LOS ANGELES,90016-3006,2642 CRENSHAW 90016-3006,2642   CRENSHAW BLVD,LOS ANGELES,90016-3006,445100,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/1985,,"(34.0317, -118.335)"
0003125918-0001-1,YEH WORLDWIDE INC,YOUN EE HUH,3502 W 8TH STREET,LOS ANGELES,90005-2902,3502 8TH 90005-2902,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/2019,,"(34.0575, -118.3068)"
0002720635-0001-1,DREAM MARKET INC,,915 S CENTRAL AVENUE,LOS ANGELES,90021-2001,915 CENTRAL 90021-2001,2629 FOOTHILL BLVD ROOM #341,LA CRESCENTA,91214-3511,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/06/2014,,"(34.0319, -118.2441)"
0000666872-0001-3,HA HAN,H & L AQUA WATER,4507 VALLEY BLVD,LOS ANGELES,90032-3781,4507 VALLEY 90032-3781,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/01/1998,,"(34.0627, -118.1877)"
0003221842-0001-2,SAYDA BARRERA,ONE STOP SMOKE SHOP,10956 S Main,Los Angeles,90061-2055,10956 Main 90061-2055,10956 S Main,Los Angeles,90061-2055,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/01/2021,,"(33.9364, -118.2738)"
0000972830-0003-0,"H - H & S ENTERPRISES, INC.",7-ELEVEN STORE 26747B,6660 W SUNSET BLVD,LOS ANGELES,90028-7178,6660 SUNSET 90028-7178,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),13,11/13/2013,,"(34.0979, -118.3352)"
0002082364-0001-8,EDWIN A HERRERA,MARVYN'S MARKET,4802 MELROSE AVENUE,LOS ANGELES,90029-3730,4802 MELROSE 90029-3730,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,12/06/2005,,"(34.0835, -118.3046)"
0000032242-0029-2,SMART & FINAL STORES LLC,SMART & FINAL #444,4550 W PICO BLVD SUITE #D303,LOS ANGELES,90019-4271,4550 PICO 90019-4271,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,04/02/2014,,"(34.0487, -118.3357)"
0002744484-0001-1,PASEO CHAPIN CORP,PASEO CHAPIN RESTAURANT,2220 W 7TH STREET,LOS ANGELES,90057-4002,2220 7TH 90057-4002,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,07/01/2013,,"(34.057, -118.2781)"
0002818079-0001-2,JOSE RIOS SOTELO,,9124 S VERMONT AVENUE,LOS ANGELES,90044-4838,9124 VERMONT 90044-4838,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,03/19/2015,,
0002646817-0001-1,RAJAA SAMIH ZAYED,STOP & SHOP MARKET,4925 HOOPER AVENUE,LOS ANGELES,90011-4227,4925 HOOPER 90011-4227,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,10/10/2012,,"(33.998, -118.2521)"
0000654479-0001-1,MAXIMO/CONCEPCION VILLALTA,GOLFO DE FONSECA MARKET,804 N VERMONT AVENUE,LOS ANGELES,90029-3517,804 VERMONT 90029-3517,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,07/01/2001,,"(34.0859, -118.2917)"
0000106397-0001-7,JULIA MI LEE,D J MARKET,3055 W 8TH STREET,LOS ANGELES,90005-1815,3055 8TH 90005-1815,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,10/27/2003,,"(34.0577, -118.2934)"
0000806083-0001-9,SOON GER JUNG/EUN HEE JUNG,DALY MARKET,2235 DALY STREET,LOS ANGELES,90031-2228,2235 DALY 90031-2228,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,08/06/1990,,"(34.0711, -118.2155)"
0000178218-0059-5,RALPHS GROCERY CO,RALPHS STORE #198,9616 W PICO BLVD,LOS ANGELES,90035-1204,9616 PICO 90035-1204,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),5,09/18/1996,,"(34.0551, -118.3981)"
0000247925-0014-1,SHARMEENS ENTERPRISES INC,SHORT STOP # 33,3278 CAHUENGA BLVD W,LOS ANGELES,90068-1302,3278 CAHUENGA 90068-1302,13719 VAN NUYS BLVD,PACOIMA,91331-3619,445100,Grocery stores (including supermarkets & convenience stores without gas),4,09/16/2011,,"(34.1298, -118.3492)"
0003024180-0001-1,AIDA E LOPEZ,,2500 WABASH AVENUE,LOS ANGELES,90033-2512,2500 WABASH 90033-2512,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/03/2018,,"(34.0518, -118.2019)"
0002676792-0001-8,AEKYEONG KIM,PEPE'S DRIVE IN DAIRY,3810 N FIGUEROA STREET,LOS ANGELES,90065-3104,3810 FIGUEROA 90065-3104,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,04/18/2013,,"(34.0907, -118.2115)"
0002504474-0001-1,FREDY G PEDRO,MARY MINI MARKET,5025 S BROADWAY,LOS ANGELES,90037-3213,5025 BROADWAY 90037-3213,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,05/24/2010,,"(33.9972, -118.2783)"
0000413645-0001-5,GALCO OLD WORLD GROCERY /C,GALCO OLD WORLD GROCERY,5702 YORK BLVD,LOS ANGELES,90042-2617,5702 YORK 90042-2617,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,04/01/1956,,"(34.1188, -118.1936)"
0000477262-0001-3,CHEVRON STATIONS INC,CHEVRON STATIONS INC #1937/98119 | CHEVRON STATIONS INC#1937/98119,7368 N FIGUEROA STREET,LOS ANGELES,90041-2547,7368 FIGUEROA 90041-2547,POST OFFICE BOX #2292,BREA,92822-2292,445100,Grocery stores (including supermarkets & convenience stores without gas),14,03/27/2001,,"(34.1376, -118.1876)"
0000327521-0001-1,ANASTACIO CERVANTES JR,ACAPULCO TORTILLERIA,1309 S VERMONT AVENUE,LOS ANGELES,90006-4501,1309 VERMONT 90006-4501,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,10/01/1980,,"(34.0472, -118.2916)"
0002818336-0002-7,EK OM INC,7-ELEVEN STORE 39759A,610 S RAMPART BLVD SUITE #3,LOS ANGELES,90057-3213,610 RAMPART 90057-3213,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),1,03/26/2015,,"(34.0621, -118.2815)"
0002458817-0001-1,LORENZA REYES DE JESUS,REYES MINI MARKET,3101 S SAN PEDRO STREET,LOS ANGELES,90011-2010,3101 SAN PEDRO 90011-2010,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/17/2009,,"(34.0176, -118.2637)"
0002432594-0001-5,LIZBETH DEL CARMEN NAVARRO GOMEZ,CHALLIO'S MEAT MARKET & DELI,4400 AVALON BLVD,LOS ANGELES,90011-5627,4400 AVALON 90011-5627,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,05/01/2009,,"(34.0038, -118.2652)"
